Modalidad;actividad;descripcion;lugar;direccion;calle;altura;barrio;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;suspende_por_lluvia;gratuita;long;lat;links
Virtual;Elegí tu personaje: Nico Colfer te enseña a escribirlo;El joven escritor te cuento los secretos para construir un personaje de ficción en tu relato literario;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-07;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Música de exterior: Horacio Fumero, desde Barcelona;El notable contrabajista de jazz nos muestra su exquisita técnica instrumental, desde España;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-07;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;De música casera: toca el trío Cucchiarelli;El grupo mendocino que fusiona jazz y folklore de su provincia, nos brinda todo el encanto de su música;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-07;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Apuntes sobre música clásica: hoy Gustavo Mulé;El destacado violinista tucumano, integrante de la Sinfónica Nacional, nos acerca a un mundo fascinante.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-07;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Juegoteca: alto el lápiz;Un entretenido juego que pone a prueba tu conocimiento e imaginación con las palabras.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-07;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Donde nace la inspiración: técnica para dibujar y crear;"Dai te cuenta todo sobre caligrama y cómo convertir en dibujo la poesía de ""Inconsciente colectivo"".";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-08;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Experimento cocina para chicos y chicas: ¡chocotorta helada!;Paso a paso, aprendé a preparar esta deliciosa receta que hará más dulce tu vida.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-08;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pequeños artistas: te enseñamos a fabricar un tapabocas;Consejos útiles, con materiales sencillos, para tener tu tapabocas listo por si tenés que salir a la calle.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-09;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Cumple feliz: Emmanuel Horvilleur habla de ""Amor en polvo""";Al cumplirse diez años de su magnífico disco, el músico y cantante recuerda anécdotas de la grabación.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-09;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Laberinto virtual: ""Pardés"" en la Usina, de Nicola Costantino";"""Parde?s"" es ""parai?so"" o ""ede?n"" en hebreo, y es la idea que recorre la obra: un bosque misterioso en el que se esconden sujetos enigma?ticos, un banquete arti?stico, y la simbologi?a del placer.";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-09;2020-07-19;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Al agua pato: ¡tiburón a la vista!;Divertidas instrucciones para construir un juguete flotante del temido personaje, para jugar a la hora de bañarse.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-09;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Tito Losavio y Fabiana Cantilo cantan sus canciones;Dos figuras relevantes del rock argentino, amigos desde hace décadas, comparten bellas canciones.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-10;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Laberinto Virtual: Guerrilla Girls nos hace pensar;El revolucionario colectivo femenino de artistas y un mensaje especial en estos tiempos de pandemia.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-10;2020-07-19;Actividad;Encuentro;Otros;Jóvenes (13-21);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Bafici presenta: ""Ocio"" de Juan Villegas y Alejandro Lingenti";Una de las mejores películas del nuevo cine argentino, basada en una novela de Fabián Casas.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-10;2020-06-11;Actividad;Encuentro;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;¡Micrófono abierto vuelve recargado! ¡Sumate!;Un espacio donde chicas y chicos de 8 a 12 pueden compartir sus temas favoritos: freestyle, redes sociales, sagas de libros, danza urbana y cocina.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-10;2020-06-15;Actividad;0;Mixto;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Cuentamundos: un cuento en la noche;Te proponemos escuchar una linda historia antes de dormir y... ¡Buenas noches, lindos sueños!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-10;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Contigo en la distancia: Emilio Solla desde Nueva York;El pianista y compositor argentino nos regala una muestra de su talento interpretativo, desde su casa en la Gran Manzana,.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-10;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Charlas en portuñol: Sandra Peres tiene la palabra;La cantante brasileña del dúo de música para niños Palavra Cantada, dialoga con la escritora Violeta Weinschelbaum.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-11;2020-07-19;Actividad;Encuentro;Mixto;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina natural: Majo López Claro y los beneficios de la dieta ayurveda;La mayor experta argentina en cocina naturista nos brinda tipos y consejos para una sana alimentación.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-11;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Tutorial de “Ácaro” por MiauTrio;Un ácaro se enamora de una persona alérgica… ¿Querés saber cómo sigue la historia? Descubrilo mientras Miau Trio te enseña a tocar su tema.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-11;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;De música casera: Federico Lechner y Franco Luciani, desde Madrid;"A piano y armónica, dos grandes músicos argentinos interpretan un clásico como ""El día que me quieras"".";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-11;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Lab: ¡un huevo saltarín!;Con Brenda experimentamos con materiales sencillos, para aprender un poco más del proceso de ósmosis.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-11;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Laberinto Virtual: descubrí ""La cabeza de Goliat"", de Eduardo Basualdo";Un recorrido en detalle por esta monumental instalación de uno de los artistas argentinos más relevantes.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-12;2020-07-19;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Iupiiiii en casa: montemos un escenario en casa;Te invitamos a participar de una divertida y estimulante actividad para los más chiquitos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-12;2020-07-19;Actividad;Encuentro;Artes Escénicas;Primera infancia (0-3);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina natural: consejos de Florinda para germinar jengibre y limón;Ingeniosas ideas para plantar en tu jardín, terraza o balcón, por parte de reconocidas expertas;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-13;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Universo narrativo: Nico Colfer nos habla de literatura emergente;El joven escritor explica de qué se tratan los nuevos lenguajes del siglo XXI y recomienda a quienes seguir.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-14;2020-07-19;Formación;Formación;Literatura, Libro y Lectura;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;De música casera: Pablo Grinjot interpreta un clásico de Bob Dylan;El himno pacifista del premio Nobel de Literatura, en voz y guitarra por el talentoso músico porteño.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-14;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Lab: asombrate con nuestros colores acuáticos;Con materiales sencillos y mucha imaginación, vamos a crear un paisaje con burbujas y peces.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-14;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con lxs chicxs: Cantando con Adriana;Adriana comparte su más reciente material ¡disfrutalo con nosotrxs!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-14;2020-07-19;Actividad;Concierto / Recital;Música;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con lxs chicxs: Patachusa;Filomena llega a la casa de los títeres para ver cómo están pasando la cuarentena. Pero los títeres duermen...¿podrá despertarlos?;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-14;2020-07-19;Actividad;Encuentro;Artes Escénicas;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con lxs chicxs: ¿Fruta o verdura?;Te invitamos a poner en práctica tus conocimientos sobre alimentación saludable, ¡animate!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-14;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con los chicos: Pequeños artistas, collage de sueños;Te invitamos a recrear aquellos personajes locos que solo pueden surgir en nuestra imaginación, con una técnica inspirada en la artista Grete Stern.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-14;2020-07-19;Actividad;Encuentro;Mixto;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Experimento Cocina: hoy preparamos torrejas;Juliana López May invita a chicos y chicas a preparar estas exquisitas tostadas francesas.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-15;2020-07-19;Formación;Formación;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Iupiiiii en casa: hoy inventamos una pista de arrastre;Un divertido juego que estimula sus sentidos y promete mucha diversión.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-15;2020-07-19;Actividad;Encuentro;Otros;Primera infancia (0-3);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina natural: preparamos una exquisita humita al plato;Juliana López May nos cuenta cómo preparar un manjar de la tradicional cocina argentina.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-15;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Capacitaciones de Gestión Cultural;Capacitaciones de Gestión Cultural para armado de Proyectos Culturales y presentación a Subsidios;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-16;2020-06-30;Actividad;Formación;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Retro: Miguel Mateos repasa sus años dorados;"Entrevista por Marcelo Fernandez Bittar, el autor de ""Tirá para arriba"" repasa su gran trayectoria artística.";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-16;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Retro: cómo fabricar una lámpara muy especial;Tips e instrucciones para crearla a imagen y semejanza del famoso cubo Rubik.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-16;2020-07-19;Formación;Formación;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Retro: Gustavo Sala y el eterno retorno de los años 80;Entrevistado por Juan Manuel Domínguez, el dibujante y humorista cuenta particularidades de una década inolvidable.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-16;2020-07-19;Actividad;Encuentro;Mixto;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Retro: ¡DJ set con Uopa Nachi!;Una sesión especial de Dj con los grandes hits de los años 70 y 80.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-16;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Quiero mover: ¿bailamos bachata?;Los más divertidos consejos para aprender a bailar un irresistible ritmo caribeño que triunfa en el mundo.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-16;2020-07-19;Actividad;Encuentro;Mixto;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Día mundial del reciclaje: el cambio empieza en nuestra casa;Aprendemos a armar nuestro propio compost para reducir nuestros residuos hasta un 50%.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-17;2020-07-19;Formación;Formación;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Día mundial del reciclaje: Mónica Casella y el ""arte retornable""";La relevante artista plástica argentina nos cuenta de qué se tratan sus creaciones reutilizando basura.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-17;2020-07-19;Formación;Formación;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Cuentamundos: Anita y el señor Naranja te cuentan una historia;"Vení con nosotros a escuchar la narración del cuento ""Dentro de este libro viven dos cocodrilos"".";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-17;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina natural: cómo armar tu huerta de otoño;Federico Moschettoni de huertas Del Gorro aconseja cómo prepararla, fácil y sencillo.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-18;2020-07-19;Formación;Formación;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Meditación: una forma de estar bien con vos;Todo lo que hay que tener en cuenta si querés empezar a meditar, para estar bien con vos y con el mundo.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-18;2020-07-19;Formación;Formación;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Técnicas textiles en 10 pasos;Taller de Técnicas textiles a distancia en el contexto del COVID-19;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-19;2020-06-30;Formación;Formación;Diseño;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Bordado en 10 pasos;Taller de Bordado a distancia en el contexto del COVID-19;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-19;2020-06-30;Formación;Formación;Diseño;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Tango a distancia;Taller de Tango a distancia en el contexto del COVID-19;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-19;2020-06-30;Formación;Formación;Artes Escénicas;Adultos Mayores (+65);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Stopmotion;Taller de Stopmotion a distancia en el contexto del COVID-19;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-19;2020-06-30;Formación;Formación;Cine y Audiovisual;Jóvenes (13-21);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Taller de Violín a distancia;Taller de Violín a distancia en el contexto del COVID-19;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-19;2020-06-30;Formación;Formación;Música;Jóvenes (13-21);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Quiero mover: yoga para chicos y chicas por Cata Rou;Una clase divertida para estirar músculos y sentirse bien con tu cuerpo, de la mano de una experta.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-19;2020-07-19;Formación;Formación;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Mujeres al frente: cuatro relevantes muralistas hablan de su obra;Las artistas Carola Bagnato, Florencia Carrizo, Julia Alonso y Anne Gabillot responden un entretenido cuestionario.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-19;2020-07-19;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Rap y literatura a distancia;Taller de Rap y literatura a distancia en el contexto del COVID-19;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-20;2020-06-30;Formación;Formación;Música;Jóvenes (13-21);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Cuentamundos: hoy leemos ""El gigante egoísta"", de Oscar Wilde";Un clásico de literatura infantil de todos los tiempos, narrado por el actor Alexis Fleita.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-20;2020-07-19;Formación;Formación;Literatura, Libro y Lectura;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Rock en libros: la historia de Babasónicos por Roque Casciero;"El periodista y escritor nos cuenta los secretos de su libro de conversaciones ""Babasónicos: arrogante rock"".";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-20;2020-07-19;Formación;Formación;Mixto;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Vengo del placard de otro: Nico Pauls y Facundo Silione;El actor y cantante porteño comparte canciones y buena onda con el músico y compositor mendocino.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-21;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Contigo en la distancia: desde Nueva York, canta Sofía Rei;La cantante y compositora argentina, docente en la famosa escuela de Berklee, nos regala su arte.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-21;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con lxs chicxs: un estreno de Anda Calabaza;"Uno de los mejores grupos de música familiar presenta la canción ""Mix"" en formato inédito.";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-21;2020-07-20;Actividad;Encuentro;Música;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con lxs chicxs: las aventuras de Percha;Prendete con estas historias de terror y misterios sin resolver, un divertido disparate para compartir.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-21;2020-07-20;Actividad;Encuentro;Literatura, Libro y Lectura;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Domingo con lxs chicxs: ¡para toda la familia!;Una gran programación de música, talleres, trivias y teatro de títeres, ideal para disfrutar desde casa.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-21;2020-07-20;Actividad;Encuentro;Mixto;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
