Modalidad;actividad;descripcion;lugar;direccion;calle;altura;barrio;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;suspende_por_lluvia;gratuita;long;lat;links
Virtual;Museo Vivo por Gabriela Rangel;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Ver para crear. Meditación para personas mayores;ESCUCHAR;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Adultos Mayores (+65);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Adriana Bustos;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Arte y día;...;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Tiempo de medusas;ENTREVISTAS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Moderno en movimiento: obras para accionar en el aula;CHIC@S EN CASA;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Maria Guerrieri;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Tutorial para armar un Zoótropo. A cargo del artista invitado Lino Divas;TUTORIAL;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo. Adriana Rosenberg;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Paula Castro;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pantalla, afecto y escenario. Reflexiones de Nacha Guevara;ESCUCHAR;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Carla Grunauer;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Lecturas fantásticas;Jimena Tello y Silvia Sirkis, del mundo de la literatura infantil y juvenil, nos recomiendan sus libros favoritos para leer y reflexionar sobre la relación entre los museos, obras y artistas.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo por Gabriela Rangel;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Ver para crear. Meditación para personas mayores;ESCUCHAR;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Adultos Mayores (+65);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Adriana Bustos;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Arte y día;...;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Ernesto Ballesteros;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo. Reflexiones por Mónica Girón y Andrés Duprat;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Lanzamiento online del libro Legado Pirovano. La colección Ignacio Pirovano en el moderno;LEER;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Lucas Di Pascuale;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Moderno ilustrado;Material para que conozcas desde tu casa los diferentes roles y tareas que asumimos desde nuestro museo. Debajo de la imagen vas a econtrar actividades de búsqueda para toda la familia.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo por Teresa Ricciardi;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo. Enrique Avogadro;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Cubos modernos;Chicos en casa;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;HOMENAJE A SERGIO DE LOOF;Documental SERGIO DE LOOF: ¿SENTISTE HABLAR DE MÍ?;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Restaurando a Del Prete;ENTREVISTAS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Claudia Del Río;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo por Fabiola Heredia;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Catarata de líneas. Cynthia Cohen;DESAFIOS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Lanzamiento online del libro Fabio Kacero: Detournalia;LEER;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pan Dulce, una historia familiar;ENTREVISTAS;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Testimonio de artista: Benito Laren;ARTISTAS RECOMIENDAN;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Museo Vivo. Una  Américo Castilla y Victoria Noorthoorn;Entrevistas a directores de Museos;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-01;2020-06-30;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Cortometrajes Semillero Green Film Fest;"Te invitamos a ver cortometrajes referidos a la temática ambiental, ganadores del concurso ""Semillero"" del Festival.";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-05;2020-06-05;Actividad;Ciclo;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;El cielito, de María Victoria Menis.;En un pueblo argentino, un solitario y joven vagabundo, secuestra y huye llevándose a un bebé de un año y medio. Presenta La Mujer y el Cine.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-04;2020-06-04;Actividad;Ciclo;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Sumate a un taller de escritura didáctico y divertido;Cómo escribir haikus, esos breves poemas japoneses: claves para comprender la técnica para escribirlos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-01;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Iupiiii en casa: venite a una maravillosa carpa lumínica;Un viaje mágico y misterioso que te invita a deslumbrarte con el poder de la luz;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-01;2020-07-19;Actividad;Encuentro;Otros;Primera infancia (0-3);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"""Carmina Buran, Ballet Contemporáneo del Teatro San Martín";"Coreografía Mauricio Wainrot
 Música Carl Orff";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-03-28;2020-06-30;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Experimento cocina para chicos y chicas, con una sabrosa receta;El chef Rodrigo Mattera te invita a preparar unos riquísimo budín de choclo;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-01;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Sumate a un taller de escritura didáctico y divertido;Cómo escribir haikus, esos breves poemas japoneses: claves para comprender la técnica para escribirlos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-01;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"¡Bailá en tu casa!: ""Como así"", por Joaco Longhi";Nos enseña la coreo que creó para este temón de Lali Espósito, para que pongamos el cuerpo en movimiento desde casa.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-01;2020-07-19;Actividad;Encuentro;Mixto;Jóvenes (13-21);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina natural: hoy preparamos caldo de verdura;Una receta sencilla pero gratificante, ideal para los días de frío que se vienen.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-01;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina LAB: ¡Convertite en detective!;¿Te animás a descubrir huellas dactilares?;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-02;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina LAB: ¡Convertite en detective!;¿Te animás a descubrir huellas dactilares?;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-02;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pequeños artistas: el encanto de dibujar el infinito;Te proponemos jugar con tu creatividad y trabajar sobre la cinta de Moebius;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-02;2020-07-19;Actividad;Encuentro;Diseño;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Haydée Schvartz nos explica la música clásica;La prestigiosa pianista nos invita a sumergirnos en el maravilloso mundo de la música;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-02;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pequeños artistas: el encanto de dibujar el infinito;Te proponemos jugar con tu creatividad y trabajar sobre la cinta de Moebius;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-02;2020-07-19;Actividad;Encuentro;Diseño;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Haydée Schvartz nos explica la música clásica;La prestigiosa pianista nos invita a sumergirnos en el maravilloso mundo de la música;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-02;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pequeños artistas: el encanto de dibujar el infinito;Te proponemos jugar con tu creatividad y trabajar sobre la cinta de Moebius;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-02;2020-07-19;Actividad;Encuentro;Diseño;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Haydée Schvartz nos explica la música clásica;La prestigiosa pianista nos invita a sumergirnos en el maravilloso mundo de la música;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-02;2020-07-19;Actividad;Encuentro;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Mujeres al frente: hoy Silvia Sirkis;Diálogo con la arquitecta y fundadora de la editorial Arte a Babor, divulgadora del arte para los más chicos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-02;2020-07-19;Actividad;Encuentro;Mixto;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Quiero mover: baile con apego para los más chiquitos;Ejercicios de baile, movilidad y relajación para mamás con sus bebés en mochilas delanteras.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-02;2020-07-19;Actividad;Encuentro;Mixto;Primera infancia (0-3);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Clase de yoga desde casa!;Poné en práctica estas técnicas de respiración y posturas para aliviar tensiones y relajar el cuerpo;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-03;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Experimento cocina: Magdalenas;¡Divertite cocinando en familia la más rica merienda!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-03;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Clase de yoga desde casa!;Poné en práctica estas técnicas de respiración y posturas para aliviar tensiones y relajar el cuerpo;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-03;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Experimento cocina: Magdalenas;¡Divertite cocinando en familia la más rica merienda!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-03;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Bailá en tu casa con este divertido taller de tutting;"Tips y consejos para bailar el ""baile geométrico"" del hip hop y en pareja, por el experto Nacho Saraceni";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-03;2020-07-19;Actividad;Encuentro;Música;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Juegoteca en acción: ¿De quién es el pez?;Para pensar y resolver: un acertijo de Einstein convertido en divertido juego para agilizar la mente;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-03;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Bafici presenta: ""Esto no es un golpe"", de Sergio Wolf";Un documental riguroso y comprometido sobre el alzamiento militar de Semana Santa de 1987.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-03;2020-06-04;Actividad;Encuentro;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;"Cuentamundos: hoy leemos y cantamos ""Sana Sana""";Narración cantada, divertida y didáctica, de un clásico de la literatura infantil contemporánea para los más chicos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-03;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Primera infancia (0-3);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Rock en libros: Seru Giran por Mariano del Mazo;"El periodista y escritor habla de su libro ""Entre lujurias y represión"", con la historia de la mítica banda.";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-03;2020-07-19;Actividad;Encuentro;Mixto;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;¡Aprendé a hacer empanadas salteñas!;En el día de la empanada salteña, Martín Molteni nos enseña una receta súper especial;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-04;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pequeños artistas: visores mágicos;Aprendé y divertite con estas manualidades.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-04;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;¡Aprendé a hacer empanadas salteñas!;En el día de la empanada salteña, Martín Molteni nos enseña una receta súper especial;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-04;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Pequeños artistas: visores mágicos;Aprendé y divertite con estas manualidades.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-04;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina natural: galletitas dulces sin gluten por Ale Temporini;La cocinera experta en estas recetas te brinda los mejores consejos para hacerlas bien deliciosas;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-04;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Vengo del placard de otro: Piazzolla por Walter Ríos y Nicolas Ledesma;En piano y bandoneón, dos destacados músicos del tango contemporáneo homenajean al gran Astor.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-04;2020-07-19;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de Peliculas Amateurs;"Mini Documental de Michel Gondry y su paso por la Usina del Arte en ""Usina de Películas""";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-05;2020-07-19;Actividad;Encuentro;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de Peliculas Amateurs;"Mini Documental de Michel Gondry y su paso por la Usina del Arte en ""Usina de Películas""";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-05;2020-07-19;Actividad;Encuentro;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Lado B: Nicola Costantino responde;Enterate los gustos, costumbres y hobbies de la reconocida artista visual rosarina;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-05;2020-07-19;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Mujeres al frente: Eleonara Ghioldi y la potencia de sus imágenes;"La fotógrafa autora de la muestra ""Guerreras"", cuenta su experiencia profesional sobre violencia de género";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-05;2020-07-19;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Experimento cocina: hoy galletitas de avena y banana;Acompañanos en la preparación de unas exquisitas y saludables galletitas para la merienda.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-05;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Natural: Disfrutá de recetas saludables y caseras;¡Hoy aprendemos a hacer una tarta súper original!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-06;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;¡Creá tu propio juguete sustentable!;Hoy vamos a aprender a armar un #botelleco, un muñeco colgante súper divertido y dinámico con materiales que seguro tenés en casa.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-06;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina Natural: Disfrutá de recetas saludables y caseras;¡Hoy aprendemos a hacer una tarta súper original!;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-06;2020-07-19;Actividad;Encuentro;Otros;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;¡Creá tu propio juguete sustentable!;Hoy vamos a aprender a armar un #botelleco, un muñeco colgante súper divertido y dinámico con materiales que seguro tenés en casa.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-04-06;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Cuentamundos: una historia clásica para disfrutar en casa;"Escuchamos el relato de ""El señor buho y el bosque"" que nos transporta a un hermoso paisaje imaginario";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-06;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Primera infancia (0-3);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Rock en libros: todo sobre Charly García, por Roque Di Pietro;"El autor del libro ""Esta noche tocar Charly"", nos cuenta detalles de su investigación sobre la obra del gran músico.";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-05-06;2020-07-19;Actividad;Encuentro;Mixto;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: tarde de Juanes monstruosos;El ilustrador Juan Chavetta te enseña técnicas de dibujo para crear tus propios monstruos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Artes Visuales;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: ¿cuánto sabés de ellos?;Un divertida trivia para que demuestres todos tus conocimientos sobre estos misteriosos personajes de los cuentos y las pelis.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Mixto;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: taller de máscaras;¡Convertite en Frankenstein! Sumate a nuestro taller de realización y divertite con tu creación casera.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: el baile de las calaveras;El actor y animador infantil Lucas Gentilli nos invita a sumergirnos en este particular mundo de huesos y huesitos.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Otros;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: Sally por Aida Tonks;Una popular cosplayer y artista del maquillaje te ayuda a crear un horripilante pero simpático personaje.;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: animate a escuchar una historia de zombies;"Gael y Diego narran el capítulo “Los zombies” de ""El gran libro de los monstruos 2"".";CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Literatura, Libro y Lectura;Niños (4-7);No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Usina de monstruos: ¡un vampiro en tu casa!;El cosplayer Rodrigo Navarro te enseña a disfrazarte para dar mucho miedo...;CASA DE LA CULTURA;;AV. DE MAYO;575.0;SAN NICOLÁS;1.0;2020-06-06;2020-07-19;Actividad;Encuentro;Otros;Pre-adolescentes (8-12);No;Si;-58.3740289481446;-34.6083962649132;
